StartEndYear,Period,Area,Series code,Industry,Adjusted,Benchmark,No. of Employed
2020,Feb,California,40000000,"Trade, Transportation and Utilities",Not Adj,2019,3038700
2020,Feb,California,41000000,Wholesale Trade,Not Adj,2019,688800
2020,Feb,California,41423000,"Merchant Wholesalers, Durable Goods",Not Adj,2019,351500
2020,Feb,California,41423100,Motor Vehicle and Motor Vehicle Parts Me,Not Adj,2019,40800
2020,Feb,California,41423200,Furniture & Home Furnish Merch whole,Not Adj,2019,21500
2020,Feb,California,41423300,Lumber & Other Const. Mat Merch whole,Not Adj,2019,24100
2020,Feb,California,41423400,Professional and Commercial Equipment Me,Not Adj,2019,79800
2020,Feb,California,41423600,Electrical and Electronic Goods Merchant,Not Adj,2019,47800
2020,Feb,California,41423700,"Hdwr, Plumb & Heating Merchant whole",Not Adj,2019,29800
2020,Feb,California,41423800,"Machinery, Equipment and Supplies Mercha",Not Adj,2019,54200
2020,Feb,California,41424000,"Merchant Wholesalers, Nondurable Goods",Not Adj,2019,294400
2020,Feb,California,41424100,Paper & Paper Products Merchant whole,Not Adj,2019,14300
2020,Feb,California,41424300,"Apparel, Piece Gds & Notions Merch whole",Not Adj,2019,39400
2020,Feb,California,41424400,Grocery & Related Products Merchant whol,Not Adj,2019,111900
2020,Feb,California,41424600,Chemical & Allied Products Merchant whol,Not Adj,2019,14700
2020,Feb,California,41424900,Misc Nondurable Merchant Wholesalers,Not Adj,2019,50300
2020,Feb,California,41425000,Wholesale Electronic Markets and Agents,Not Adj,2019,42900
2020,Feb,California,42000000,Retail Trade,Not Adj,2019,1637000
2020,Feb,California,42441000,Motor Vehicle and Parts Dealer,Not Adj,2019,196400
2020,Feb,California,42441100,Automobile Dealers,Not Adj,2019,130900
2020,Feb,California,42441200,Other Motor Vehicle Dealers,Not Adj,2019,12500
2020,Feb,California,42441300,"Automotive Parts, Accessories and Tire S",Not Adj,2019,53000
2020,Feb,California,42442000,Furniture and Home Furnishings Stores,Not Adj,2019,52700
2020,Feb,California,42442100,Furniture Stores,Not Adj,2019,22000
2020,Feb,California,42442200,Home Furnishings Stores,Not Adj,2019,30700
2020,Feb,California,42443000,Electronics and Appliance Stores,Not Adj,2019,57000
2020,Feb,California,42444000,Building Material and Garden Equipment S,Not Adj,2019,118500
2020,Feb,California,42444100,Building Material and Supplies Dealers,Not Adj,2019,107700
2020,Feb,California,42445000,Food and Beverage Stores,Not Adj,2019,356400
2020,Feb,California,42445100,Grocery Stores,Not Adj,2019,312500
2020,Feb,California,42445200,Specialty Food Stores,Not Adj,2019,26500
2020,Feb,California,42445300,"Beer, Wine, & Liquor Stores",Not Adj,2019,17400
2020,Feb,California,42446000,Health and Personal Care Stores,Not Adj,2019,113800
2020,Feb,California,42447000,Gasoline Stations,Not Adj,2019,62300
2020,Feb,California,42448000,Clothing and Clothing Accessories Stores,Not Adj,2019,184700
2020,Feb,California,42448100,Clothing Stores,Not Adj,2019,142600
2020,Feb,California,42448300,"Jewelry, Luggage & Leather Gds Stores",Not Adj,2019,15000
2020,Feb,California,42451000,"Sporting Goods, Hobby, Book and Music St",Not Adj,2019,60000
2020,Feb,California,42451100,"Sporting Goods, Hobby and Musical Instru",Not Adj,2019,50500
2020,Feb,California,42451200,"Book, Periodical and Music Stores",Not Adj,2019,9500
2020,Feb,California,42452000,General Merchandise Stores,Not Adj,2019,282600
2020,Feb,California,42452200,Department Stores,Not Adj,2019,100700
2020,Feb,California,42452300,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Not Adj,2019,181900
2020,Feb,California,42453000,Miscellaneous Store Retailers,Not Adj,2019,89200
2020,Feb,California,42453200,"Office Supplies, Stationery & Gift Store",Not Adj,2019,27300
2020,Feb,California,42453300,Used Merch&ise Stores,Not Adj,2019,18400
2020,Feb,California,42453900,Other Miscellaneous Store Retailers,Not Adj,2019,39600
2020,Feb,California,42454000,Nonstore Retailers,Not Adj,2019,63400
2020,Feb,California,42454100,Electronic Shopping & Mail-Order,Not Adj,2019,52200
2020,Feb,California,43000000,"Transportation, Warehousing and Utilitie",Not Adj,2019,712900
2020,Feb,California,43220000,Utilities,Not Adj,2019,56800
2020,Feb,California,43221100,"Electric Power Gen, Trans & Distribution",Not Adj,2019,18500
2020,Feb,California,43221200,Natural Gas Distribution,Not Adj,2019,33100
2020,Feb,California,43400089,Transportation and Warehousing,Not Adj,2019,656100
2020,Feb,California,43481000,Air Transportation,Not Adj,2019,59700
2020,Feb,California,43481100,Scheduled Air transp.,Not Adj,2019,53800
2020,Feb,California,43484000,Truck Transportation,Not Adj,2019,132900
2020,Feb,California,43484100,General Freight Trucking,Not Adj,2019,93300
2020,Feb,California,43484200,Specialized Freight Trucking,Not Adj,2019,39600
2020,Feb,California,43485000,Transit and Ground Passenger Transportat,Not Adj,2019,54000
2020,Feb,California,43488000,Support Activities for Transportation,Not Adj,2019,114200
2020,Feb,California,43488300,Support Activities for Water transp.,Not Adj,2019,21600
2020,Feb,California,43488400,Support Activities for Road transp.,Not Adj,2019,15300
2020,Feb,California,43488500,Freight transp. Arrangement,Not Adj,2019,33600
2020,Feb,California,43492000,Couriers and Messengers,Not Adj,2019,103900
2020,Feb,California,43493000,Warehousing and Storage,Not Adj,2019,169100
2020,Feb,California,50000000,Information,Not Adj,2019,592600
2020,Feb,California,50511000,Publishing Industries (except Internet),Not Adj,2019,121800
2020,Feb,California,50511100,"Newspaper, Periodical, Book and Director",Not Adj,2019,23500
2020,Feb,California,50511200,Software Publishers,Not Adj,2019,98300
2020,Feb,California,50512000,Motion Picture and Sound Recording,Not Adj,2019,176600
2020,Feb,California,50512100,Motion Picture & Video Industries,Not Adj,2019,172000
2020,Feb,California,50512110,Motion Picture & Video Production,Not Adj,2019,137000
2020,Feb,California,50515000,Broadcasting (except Internet),Not Adj,2019,43900
2020,Feb,California,50515100,Radio and Television Broadcasting,Not Adj,2019,29400
2020,Feb,California,50515200,Cable and Other Subscription Programming,Not Adj,2019,14500
2020,Feb,California,50517000,Telecommunications,Not Adj,2019,66800
2020,Feb,California,50517311,Wired Telecommunications Carriers,Not Adj,2019,44900
2020,Feb,California,50518000,"Data Processing, Hosting & Related Services",Not Adj,2019,55100
2020,Feb,California,50519000,Other Information Serv.,Not Adj,2019,128400
2020,Feb,California,55000000,Financial Activities,Not Adj,2019,849900
2020,Feb,California,55520000,Finance and Insurance,Not Adj,2019,545200
2020,Feb,California,55522000,Credit Intermediation and Related Activi,Not Adj,2019,244000
2020,Feb,California,55522100,Depository Credit Intermediation,Not Adj,2019,142100
2020,Feb,California,55522200,Nondepository Credit Intermediation,Not Adj,2019,58700
2020,Feb,California,55522300,Activities Related to Credit Intermediat,Not Adj,2019,43200
2020,Feb,California,55523000,"Securities, Commodity Contracts and Inve",Not Adj,2019,99300
2020,Feb,California,55523100,Securities & Commodity Contracts,Not Adj,2019,32900
2020,Feb,California,55523900,Other Financial Investment Activities,Not Adj,2019,65900
2020,Feb,California,55524000,Insurance Carriers and Related,Not Adj,2019,201900
2020,Feb,California,55524100,Insurance Carriers,Not Adj,2019,81600
2020,Feb,California,55524200,"Agencies, Brokerages, and Other Insuranc",Not Adj,2019,120300
2020,Feb,California,55530000,Real Estate and Rental and Leasing,Not Adj,2019,304700
2020,Feb,California,55531000,Real Estate,Not Adj,2019,236600
2020,Feb,California,55531100,Lessors of Real Estate,Not Adj,2019,68600
2020,Feb,California,55531200,Offices of Real Estate Agents and Broker,Not Adj,2019,54700
2020,Feb,California,55531300,Activities Related to Real Estate,Not Adj,2019,113300
2020,Feb,California,55532000,Rental and Leasing Services,Not Adj,2019,65900
2020,Feb,California,55532100,Automotive Equipment Rental and Leasing,Not Adj,2019,25800
2020,Feb,California,55532200,Consumer Goods Rental,Not Adj,2019,14900
2020,Feb,California,55532300,General Rental Centers,Not Adj,2019,2800
2020,Feb,California,55532400,Comm & Industrial Mach Rental & Leasing,Not Adj,2019,22400
2020,Feb,California,60000000,Professional and Business Services,Not Adj,2019,2733200
2020,Feb,California,60540000,"Professional, Scientific and Technical S",Not Adj,2019,1359100
2020,Feb,California,60541100,Legal Services,Not Adj,2019,140700
2020,Feb,California,60541200,"Accounting, Tax Preparation and Bookkeep",Not Adj,2019,145800
2020,Feb,California,60541300,"Architectural, Engineering and Related S",Not Adj,2019,187600
2020,Feb,California,60541400,Specialized Design Services,Not Adj,2019,24300
2020,Feb,California,60541500,Computer Systems Design and Related Serv,Not Adj,2019,352500
2020,Feb,California,60541600,"Management, Scientific and Technical Con",Not Adj,2019,209100
2020,Feb,California,60541700,Scientific Research and Development Serv,Not Adj,2019,156100
2020,Feb,California,60541800,Advertising and Related Services,Not Adj,2019,65800
2020,Feb,California,60541900,"Other Professional, Scientific and Techn",Not Adj,2019,77200
2020,Feb,California,60550000,Management of Companies and Enterprises,Not Adj,2019,251200
2020,Feb,California,60560000,Administrative and Support and Waste Ser,Not Adj,2019,1122900
2020,Feb,California,60561000,Administrative and Support Services,Not Adj,2019,1068600
2020,Feb,California,60561100,Office Administrative Services,Not Adj,2019,77300
2020,Feb,California,60561200,Facilities Support Serv.,Not Adj,2019,13100
2020,Feb,California,60561300,Employment Services,Not Adj,2019,453900
2020,Feb,California,60561400,Business Support Services,Not Adj,2019,61800
2020,Feb,California,60561500,Travel Arrangement and Reservation Servi,Not Adj,2019,25000
2020,Feb,California,60561600,Investigation and Security Services,Not Adj,2019,156800
2020,Feb,California,60561700,Services to Buildings and Dwellings,Not Adj,2019,246200
2020,Feb,California,60561900,ResidualOther Support Services,Not Adj,2019,34500
2020,Feb,California,60562000,Waste Management and Remediation Service,Not Adj,2019,54300
2020,Feb,California,65000000,Educational and Health Services,Not Adj,2019,2866300
2020,Feb,California,65610000,Educational Services,Not Adj,2019,404200
2020,Feb,California,65611100,Elementary and Secondary Schools,Not Adj,2019,103400
2020,Feb,California,65611200,Junior Colleges,Not Adj,2019,2700
2020,Feb,California,65611300,"Colleges, Universities and Professional",Not Adj,2019,170900
2020,Feb,California,65611600,Other Schools & Instruction,Not Adj,2019,78600
2020,Feb,California,65620000,Health Care and Social Assistance,Not Adj,2019,2462100
2020,Feb,California,65621000,Ambulatory Health Care Services,Not Adj,2019,886700
2020,Feb,California,65621100,Offices of Physicians,Not Adj,2019,246600
2020,Feb,California,65621200,Offices of Dentists,Not Adj,2019,138100
2020,Feb,California,65621300,Offices of Other Health Practitioners,Not Adj,2019,107300
2020,Feb,California,65621400,Outpatient Care Centers,Not Adj,2019,227000
2020,Feb,California,65621500,Medical & Diagnostic Laboratories,Not Adj,2019,38500
2020,Feb,California,65621600,Home Health Care Serv.,Not Adj,2019,98500
2020,Feb,California,65621900,Other Ambulatory Health Care Serv.,Not Adj,2019,30700
2020,Feb,California,65622000,Hospitals,Not Adj,2019,406600
2020,Feb,California,65622100,General Medical & Surgical Hosp.s,Not Adj,2019,381800
2020,Feb,California,65622200,Psychiatric & Substance Abuse Hosp,Not Adj,2019,8800
2020,Feb,California,65622300,"Specialty (not Psych, Sub Abuse) Hosp.",Not Adj,2019,16000
2020,Feb,California,65623000,Nursing and Residential Care Facilities,Not Adj,2019,305900
2020,Feb,California,65623100,Nursing Care Facilities,Not Adj,2019,138700
2020,Feb,California,65623200,"Residential Mental Retardation, Mental a",Not Adj,2019,55700
2020,Feb,California,65623300,Comm Care Facilities for the Elderly,Not Adj,2019,99700
2020,Feb,California,65623900,Other Residential Care Facilities,Not Adj,2019,11800
2020,Feb,California,65624000,Social Assistance,Not Adj,2019,862900
2020,Feb,California,65624100,Individual and Family Services,Not Adj,2019,725200
2020,Feb,California,65624200,"Community Food & Housing, & Emergency &",Not Adj,2019,22900
2020,Feb,California,65624300,Vocational Rehabilitation Services,Not Adj,2019,36400
2020,Feb,California,65624400,Child Day Care Services,Not Adj,2019,78400
2020,Feb,California,70000000,Leisure and Hospitality,Not Adj,2019,2027000
2020,Feb,California,70710000,"Arts, Entertainment, and Recreation",Not Adj,2019,323300
2020,Feb,California,70711000,"Performing Arts, Spectator Sports",Not Adj,2019,70600
2020,Feb,California,70711100,Performing Arts Companies,Not Adj,2019,15100
2020,Feb,California,70711200,Spectator Sports,Not Adj,2019,13300
2020,Feb,California,70711500,"Independent Artists, Writers, and Perfor",Not Adj,2019,14500
2020,Feb,California,70712000,"Museums, Historical Sites, and Similar I",Not Adj,2019,20700
2020,Feb,California,70713000,"Amusement, Gambling, and Recreation",Not Adj,2019,232000
2020,Feb,California,70713100,Amusement Parks and Arcades,Not Adj,2019,46800
2020,Feb,California,70713200,Gambling Industries,Not Adj,2019,17100
2020,Feb,California,70713900,Other Amusement and Recreation,Not Adj,2019,168100
2020,Feb,California,70720000,Accommodation and Food Service,Not Adj,2019,1703700
2020,Feb,California,70721000,Accommodation,Not Adj,2019,237000
2020,Feb,California,70722000,Food Services and Drinking Places,Not Adj,2019,1466700
2020,Feb,California,70722300,Special Food Services,Not Adj,2019,74400
2020,Feb,California,70722400,Drinking Places (Alcoholic Beverages),Not Adj,2019,35400
2020,Feb,California,70722511,Full-Service Restaurants,Not Adj,2019,647500
2020,Feb,California,70722590,Limited-Service Eating Places,Not Adj,2019,709400
2020,Feb,California,80000000,Other Services,Not Adj,2019,576200
2020,Feb,California,80811000,Repair and Maintenance,Not Adj,2019,158700
2020,Feb,California,80811100,Auto Repair & Maintenance,Not Adj,2019,120400
2020,Feb,California,80811300,Commercial & Industrial Machinery,Not Adj,2019,18500
2020,Feb,California,80811400,Personal & Household Goods Repair,Not Adj,2019,8900
2020,Feb,California,80812000,Personal and Laundry Services,Not Adj,2019,184600
2020,Feb,California,80812100,Personal Care Serv.,Not Adj,2019,87700
2020,Feb,California,80812300,Drycleaning & Laundry Serv.,Not Adj,2019,34600
2020,Feb,California,80812900,Other Personal Services,Not Adj,2019,52100
2020,Feb,California,80813000,"Religious, Grantmaking, Civic, Professio",Not Adj,2019,232900
2020,Feb,California,80813100,Religious Organizations,Not Adj,2019,93700
2020,Feb,California,80813200,Grantmaking & Giving Serv.,Not Adj,2019,26400
2020,Feb,California,80813300,Social Advocacy Organizations,Not Adj,2019,28500
2020,Feb,California,80813400,Civic & Social Organizations,Not Adj,2019,43700
2020,Feb,California,80813900,"Bus,Labor, Political & Other like Org.",Not Adj,2019,40600
2020,Feb,California,90000000,Government,Not Adj,2019,2653300
2020,Feb,California,90910000,Federal Government,Not Adj,2019,249300
2020,Feb,California,90912991,Federal Government excluding Department of Defense,Not Adj,2019,184500
2020,Feb,California,90919110,Department of Defense,Not Adj,2019,64800
2020,Feb,California,90920000,State Government,Not Adj,2019,554000
2020,Feb,California,90921611,State Government Education,Not Adj,2019,275700
2020,Feb,California,90922000,State Government Excluding Education,Not Adj,2019,278300
2020,Feb,California,90930000,Local Government,Not Adj,2019,1850000
2020,Feb,California,90931150,Indian Tribes,Not Adj,2019,67100
2020,Feb,California,90931611,Local Government Education,Not Adj,2019,1018200
2020,Feb,California,90932000,Local Government Excluding Education,Not Adj,2019,831800
2020,Feb,California,90939012,County,Not Adj,2019,359800
2020,Feb,California,90939022,City,Not Adj,2019,273600
2020,Feb,California,90939032,Special Districts,Not Adj,2019,131300
2020,Feb,California,90940000,State and Local Government,Not Adj,2019,2404000
2020,Mar,California,0,Total Nonfarm,Not Adj,2019,17347200
2020,Mar,California,1000000,Total Wage and Salary,Not Adj,2019,17692500
2020,Mar,California,5000000,Total Private,Not Adj,2019,14676600
2020,Mar,California,6000000,Goods Producing,Not Adj,2019,2179900
2020,Mar,California,7000000,Service Providing,Not Adj,2019,15167300
2020,Mar,California,8000000,Private Service Providing,Not Adj,2019,12496700
2020,Mar,California,10000000,Mining and Logging,Not Adj,2019,21900
2020,Mar,California,10113300,Logging,Not Adj,2019,1300
2020,Mar,California,10210000,Mining,Not Adj,2019,20600
2020,Mar,California,10211000,Oil & Gas Extraction,Not Adj,2019,4300
2020,Mar,California,10212000,"Mining, except Oil & Gas",Not Adj,2019,6100
2020,Mar,California,10213000,Support Activities for Mining,Not Adj,2019,10200
2020,Mar,California,11000000,Total Farm,Not Adj,2019,345300
2020,Mar,California,15000000,"Natural Resources, Mining and Constructi",Not Adj,2019,880400
2020,Mar,California,20000000,Construction,Not Adj,2019,858500
2020,Mar,California,20236000,Construction of Buildings,Not Adj,2019,196900
2020,Mar,California,20236100,Residential Building Construction,Not Adj,2019,115300
2020,Mar,California,20236200,Nonresidential Building Construction,Not Adj,2019,81600
2020,Mar,California,20237000,Heavy and Civil Engineering Construction,Not Adj,2019,90900
2020,Mar,California,20237100,Utility System Const.,Not Adj,2019,49100
2020,Mar,California,20237200,L& Subdivision,Not Adj,2019,6900
2020,Mar,California,20237300,"Highway, Street, and Bridge Const",Not Adj,2019,24500
2020,Mar,California,20237900,Other Heavy & Civil Engineer,Not Adj,2019,10400
2020,Mar,California,20238000,Specialty Trade Contractors,Not Adj,2019,570700
2020,Mar,California,20238100,Building Foundation and Exterior Contrac,Not Adj,2019,124600
2020,Mar,California,20238200,Building Equipment Contractors,Not Adj,2019,244200
2020,Mar,California,20238300,Building Finishing Contractors,Not Adj,2019,140000
2020,Mar,California,20238900,Other Specialty Trade Contract,Not Adj,2019,61900
2020,Mar,California,30000000,Manufacturing,Not Adj,2019,1299500
2020,Mar,California,31000000,Durable Goods,Not Adj,2019,848700
2020,Mar,California,31321000,Wood Product Manufacturing,Not Adj,2019,25300
2020,Mar,California,31321900,Other Wood Product Mfg.,Not Adj,2019,18200
2020,Mar,California,31327000,Nonmetallic Mineral Product Mfg.,Not Adj,2019,32200
2020,Mar,California,31331000,Primary Metal Manufacturing,Not Adj,2019,16500
2020,Mar,California,31332000,Fabricated Metal Product Mfg,Not Adj,2019,129900
2020,Mar,California,31332300,Architectural & Structural Metals Mfg.,Not Adj,2019,32900
2020,Mar,California,31332700,Machine Shops & Threaded Product Mfg.,Not Adj,2019,41500
2020,Mar,California,31332900,Other Fabricated Metal Product Mfg.,Not Adj,2019,17800
2020,Mar,California,31333000,Machinery Manufacturing,Not Adj,2019,77900
2020,Mar,California,31333200,Industrial Machinery Manufacturing,Not Adj,2019,21300
2020,Mar,California,31333300,Commercial and Service Industry Manufact,Not Adj,2019,11400
2020,Mar,California,31333500,Metalworking Machinery Mfg.,Not Adj,2019,12200
2020,Mar,California,31333900,ResidualOther General Purpose Machinery,Not Adj,2019,15100
2020,Mar,California,31334000,Computer and Electronic Product Manufact,Not Adj,2019,286500
2020,Mar,California,31334100,Computer and Peripheral Equipment Manufa,Not Adj,2019,79100
2020,Mar,California,31334111,Electronic Computer Manufacturing,Not Adj,2019,68100
2020,Mar,California,31334200,Communications Equipment Manufacturing,Not Adj,2019,17500
2020,Mar,California,31334400,Semiconductor and Electronic Component M,Not Adj,2019,81500
2020,Mar,California,31334412,Bare Printed Circuit Board Manufacturing,Not Adj,2019,8100
2020,Mar,California,31334413,Semiconductor and Related Devices Manufa,Not Adj,2019,40600
2020,Mar,California,31334500,Electronic Instrument Manufacturing,Not Adj,2019,95200
2020,Mar,California,31335000,Electrical Equipment and Appliance Manuf,Not Adj,2019,31900
2020,Mar,California,31336000,Transportation Equipment Manufacturing,Not Adj,2019,131900
2020,Mar,California,31336100,Motor Vehicle Mfg.,Not Adj,2019,17100
2020,Mar,California,31336400,Aerospace Product and Parts Manufacturin,Not Adj,2019,79500
2020,Mar,California,31336600,Ship and Boat Building,Not Adj,2019,9400
2020,Mar,California,31337000,Furniture and Related Product Manufactur,Not Adj,2019,31100
2020,Mar,California,31337100,Household and Institutional Furniture Ma,Not Adj,2019,18400
2020,Mar,California,31339000,Miscellaneous Durable Goods Manufacturing,Not Adj,2019,85500
2020,Mar,California,31339100,Medical Equipment & Supplies Mfg.,Not Adj,2019,56000
2020,Mar,California,31339900,Other Miscellaneous Durable Goods Mfg.,Not Adj,2019,29500
2020,Mar,California,32000000,Nondurable Goods,Not Adj,2019,450800
2020,Mar,California,32311000,Food Manufacturing,Not Adj,2019,154100
2020,Mar,California,32311400,Fruit & Vegetable Preserving & Specialty,Not Adj,2019,22500
2020,Mar,California,32311500,Dairy Product Manufacturing,Not Adj,2019,16900
2020,Mar,California,32311600,Animal Slaughtering and Processing,Not Adj,2019,21700
2020,Mar,California,32311800,Bakeries and Tortilla Manufacturing,Not Adj,2019,41400
2020,Mar,California,32311900,Other Food Mfg.,Not Adj,2019,34800
2020,Mar,California,32312000,Beverage and Tobacco Product Mfg,Not Adj,2019,61400
2020,Mar,California,32313000,ResidualTextile Mills,Not Adj,2019,5300
2020,Mar,California,32314000,Textile Product Mills,Not Adj,2019,8600
2020,Mar,California,32315000,Apparel Manufacturing,Not Adj,2019,29500
2020,Mar,California,32315100,Apparel Knitting Mills,Not Adj,2019,800
2020,Mar,California,32315200,Cut and Sew Apparel Manufacturing,Not Adj,2019,28300
2020,Mar,California,32322000,Paper Manufacturing,Not Adj,2019,20800
2020,Mar,California,32322200,Converted Paper Product Mfg.,Not Adj,2019,19800
2020,Mar,California,32323000,Printing and Related Support Activities,Not Adj,2019,34900
2020,Mar,California,32324000,Petroleum and Coal Products Manufacturin,Not Adj,2019,12400
2020,Mar,California,32325000,Chemical Manufacturing,Not Adj,2019,79300
2020,Mar,California,32325400,Pharmaceutical and Medicine Manufacturin,Not Adj,2019,46200
2020,Mar,California,32325600,"Soap, Cleaning Compound & Toiletry Mfg.",Not Adj,2019,12400
2020,Mar,California,32326000,Plastics and Rubber Products Manufacturi,Not Adj,2019,41700
2020,Mar,California,40000000,"Trade, Transportation and Utilities",Not Adj,2019,3019200
2020,Mar,California,41000000,Wholesale Trade,Not Adj,2019,688900
2020,Mar,California,41423000,"Merchant Wholesalers, Durable Goods",Not Adj,2019,352600
2020,Mar,California,41423100,Motor Vehicle and Motor Vehicle Parts Me,Not Adj,2019,40500
2020,Mar,California,41423200,Furniture & Home Furnish Merch whole,Not Adj,2019,21400
2020,Mar,California,41423300,Lumber & Other Const. Mat Merch whole,Not Adj,2019,24100
2020,Mar,California,41423400,Professional and Commercial Equipment Me,Not Adj,2019,80300
2020,Mar,California,41423600,Electrical and Electronic Goods Merchant,Not Adj,2019,47800
2020,Mar,California,41423700,"Hdwr, Plumb & Heating Merchant whole",Not Adj,2019,29900
2020,Mar,California,41423800,"Machinery, Equipment and Supplies Mercha",Not Adj,2019,54800
2020,Mar,California,41424000,"Merchant Wholesalers, Nondurable Goods",Not Adj,2019,293200
2020,Mar,California,41424100,Paper & Paper Products Merchant whole,Not Adj,2019,14200
2020,Mar,California,41424300,"Apparel, Piece Gds & Notions Merch whole",Not Adj,2019,39300
2020,Mar,California,41424400,Grocery & Related Products Merchant whol,Not Adj,2019,111200
2020,Mar,California,41424600,Chemical & Allied Products Merchant whol,Not Adj,2019,14700
2020,Mar,California,41424900,Misc Nondurable Merchant Wholesalers,Not Adj,2019,51000
2020,Mar,California,41425000,Wholesale Electronic Markets and Agents,Not Adj,2019,43100
2020,Mar,California,42000000,Retail Trade,Not Adj,2019,1623800
2020,Mar,California,42441000,Motor Vehicle and Parts Dealer,Not Adj,2019,192900
2020,Mar,California,42441100,Automobile Dealers,Not Adj,2019,128100
2020,Mar,California,42441200,Other Motor Vehicle Dealers,Not Adj,2019,12500
2020,Mar,California,42441300,"Automotive Parts, Accessories and Tire S",Not Adj,2019,52300
2020,Mar,California,42442000,Furniture and Home Furnishings Stores,Not Adj,2019,52500
2020,Mar,California,42442100,Furniture Stores,Not Adj,2019,21900
2020,Mar,California,42442200,Home Furnishings Stores,Not Adj,2019,30600
2020,Mar,California,42443000,Electronics and Appliance Stores,Not Adj,2019,56400
2020,Mar,California,42444000,Building Material and Garden Equipment S,Not Adj,2019,122000
2020,Mar,California,42444100,Building Material and Supplies Dealers,Not Adj,2019,111100
2020,Mar,California,42445000,Food and Beverage Stores,Not Adj,2019,356200
2020,Mar,California,42445100,Grocery Stores,Not Adj,2019,312800
2020,Mar,California,42445200,Specialty Food Stores,Not Adj,2019,26100
2020,Mar,California,42445300,"Beer, Wine, & Liquor Stores",Not Adj,2019,17300
2020,Mar,California,42446000,Health and Personal Care Stores,Not Adj,2019,111900
2020,Mar,California,42447000,Gasoline Stations,Not Adj,2019,61000
2020,Mar,California,42448000,Clothing and Clothing Accessories Stores,Not Adj,2019,180100
2020,Mar,California,42448100,Clothing Stores,Not Adj,2019,138900
2020,Mar,California,42448300,"Jewelry, Luggage & Leather Gds Stores",Not Adj,2019,14800
2020,Mar,California,42451000,"Sporting Goods, Hobby, Book and Music St",Not Adj,2019,58700
2020,Mar,California,42451100,"Sporting Goods, Hobby and Musical Instru",Not Adj,2019,49800
2020,Mar,California,42451200,"Book, Periodical and Music Stores",Not Adj,2019,8900
2020,Mar,California,42452000,General Merchandise Stores,Not Adj,2019,281600
2020,Mar,California,42452200,Department Stores,Not Adj,2019,100100
2020,Mar,California,42452300,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Not Adj,2019,181500
2020,Mar,California,42453000,Miscellaneous Store Retailers,Not Adj,2019,87100
2020,Mar,California,42453200,"Office Supplies, Stationery & Gift Store",Not Adj,2019,26700
2020,Mar,California,42453300,Used Merch&ise Stores,Not Adj,2019,18500
2020,Mar,California,42453900,Other Miscellaneous Store Retailers,Not Adj,2019,38000
2020,Mar,California,42454000,Nonstore Retailers,Not Adj,2019,63400
2020,Mar,California,42454100,Electronic Shopping & Mail-Order,Not Adj,2019,52500
2020,Mar,California,43000000,"Transportation, Warehousing and Utilitie",Not Adj,2019,706500
2020,Mar,California,43220000,Utilities,Not Adj,2019,56900
2020,Mar,California,43221100,"Electric Power Gen, Trans & Distribution",Not Adj,2019,18500
2020,Mar,California,43221200,Natural Gas Distribution,Not Adj,2019,33100
2020,Mar,California,43400089,Transportation and Warehousing,Not Adj,2019,649600
2020,Mar,California,43481000,Air Transportation,Not Adj,2019,59600
2020,Mar,California,43481100,Scheduled Air transp.,Not Adj,2019,53900
2020,Mar,California,43484000,Truck Transportation,Not Adj,2019,132400
2020,Mar,California,43484100,General Freight Trucking,Not Adj,2019,92000
2020,Mar,California,43484200,Specialized Freight Trucking,Not Adj,2019,40400
2020,Mar,California,43485000,Transit and Ground Passenger Transportat,Not Adj,2019,53900
2020,Mar,California,43488000,Support Activities for Transportation,Not Adj,2019,111500
2020,Mar,California,43488300,Support Activities for Water transp.,Not Adj,2019,23300
2020,Mar,California,43488400,Support Activities for Road transp.,Not Adj,2019,15200
2020,Mar,California,43488500,Freight transp. Arrangement,Not Adj,2019,33100
2020,Mar,California,43492000,Couriers and Messengers,Not Adj,2019,101700
2020,Mar,California,43493000,Warehousing and Storage,Not Adj,2019,167500
2020,Mar,California,50000000,Information,Not Adj,2019,586500
2020,Mar,California,50511000,Publishing Industries (except Internet),Not Adj,2019,121200
2020,Mar,California,50511100,"Newspaper, Periodical, Book and Director",Not Adj,2019,23400
2020,Mar,California,50511200,Software Publishers,Not Adj,2019,97800
2020,Mar,California,50512000,Motion Picture and Sound Recording,Not Adj,2019,170900
2020,Mar,California,50512100,Motion Picture & Video Industries,Not Adj,2019,166600
2020,Mar,California,50512110,Motion Picture & Video Production,Not Adj,2019,132400
2020,Mar,California,50515000,Broadcasting (except Internet),Not Adj,2019,43700
2020,Mar,California,50515100,Radio and Television Broadcasting,Not Adj,2019,29200
2020,Mar,California,50515200,Cable and Other Subscription Programming,Not Adj,2019,14500
2020,Mar,California,50517000,Telecommunications,Not Adj,2019,66100
2020,Mar,California,50517311,Wired Telecommunications Carriers,Not Adj,2019,44500
2020,Mar,California,50518000,"Data Processing, Hosting & Related Services",Not Adj,2019,55300
2020,Mar,California,50519000,Other Information Serv.,Not Adj,2019,129300
2020,Mar,California,55000000,Financial Activities,Not Adj,2019,850200
2020,Mar,California,55520000,Finance and Insurance,Not Adj,2019,545800
